Column,P-Value
Interface_Average_Difference_Net_Charge_Index_Side_Chains_Scores_Joint,0.0050953300062544105
Interface_Difference_Polarizability_Scores_Pair_2,0.005771870348427813
Interface_Difference_Volume_Side_Chains_Scores_Pair_2,0.006391744989972306
Domain_Sum_Blosum_Similar_Scores_Pair_1,0.006421502785971448
Interface_Non-Matching-Gap_Percent_Pair_1,0.0066366693149790676
Blast_Alignment_Length_Joint,0.0068753034400202105
Fasta_Length_B_Joint,0.008642823795503608
Interface_Non-Matching_Count_Pair_1,0.009283517401325622
Interface_Average_Difference_Turn_Percent_Joint,0.009392867951661766
Interface_Average_Difference_Total_Accessible_Surface_Area_Scores_Pair_1,0.009434356691245632
Blast_End_B_Pair_2,0.009690876846723838
Global_Sum_Blosum_Similar_Scores_Pair_1,0.009784133590110178
Interface_Overlapping_Special-Sites_Count_Joint,0.011093550775509664
Interface_Overlapping_Special-Sites_Percent_Joint,0.011166755730226845
Interface_Difference_Molecular_Weight_Scores_Pair_2,0.011575966581689533
Global_Non-Matching_Percent_Pair_2,0.012580567743101182
Interface_Average_Difference_Volume_Buried_Residue_Scores_Pair_1,0.012946100900043334
Interface_Difference_Emini_Surface_Fractional_Probability_Scores_Pair_2,0.012975939948485608
Special-Sites_Sum_Blosum_Positive_Scores_Pair_1,0.014642468822570396
Interface_Difference_Total_Accessible_Surface_Area_Scores_Pair_2,0.014735773643439651
Interface_Average_Difference_Hydrophobicity_Scores_Joint,0.015701455105390026
Interface_Sum_Blosum_Non-Similar_Scores_Pair_2,0.01593406028682218
Interface_Average_Difference_Polarizability_Scores_Pair_1,0.018342110395985517
Fasta_Length_B_Pair_1,0.01902149245023998
Domain_Length_Pair_1,0.019894786850669578
Blast_Gap_Pair_2,0.02027556627491188
Interface_Difference_Turn_Count_Pair_1,0.021166524989339044
Interface_Average_Difference_Molecular_Weight_Scores_Pair_1,0.022495534819878652
Special-Sites_Matching_Count_Pair_1,0.02415475905148325
Interface_Average_Difference_Emini_Surface_Fractional_Probability_Scores_Pair_1,0.02624111683386235
Interface_Difference_Volume_Buried_Residue_Scores_Pair_2,0.026493537187464503
Interface_Average_Difference_Volume_Side_Chains_Scores_Joint,0.028950817744135375
Interface_Average_Difference_Volume_Side_Chains_Scores_Pair_1,0.029438737053824247
Interface_Average_Difference_Janin_Interior_To_Surface_Transfer_Energy_Scores_Joint,0.03148302635165652
Interface_Average_Difference_Molecular_Weight_Scores_Joint,0.032396356878977045
Interface_Average_Difference_Sheet_Percent_Pair_1,0.033027318368040785
Interface_Non-Matching_Percent_Pair_1,0.03328034883631231
Interface_Average_Difference_Total_Accessible_Surface_Area_Scores_Joint,0.0341615570847164
Special-Sites_Sum_Blosum_Non-Similar_Scores_Joint,0.0353724693204775
Interface_Average_Difference_Emini_Surface_Fractional_Probability_Scores_Joint,0.03558279189419027
Interface_Average_Difference_Flexibility_Scores_Pair_1,0.036054969933944685
Interface_Difference_Net_Charge_Index_Side_Chains_Scores_Pair_1,0.03881540203312269
Interface_Average_Difference_Helix_Percent_Joint,0.03884367901057116
Interface_Average_Difference_Polarizability_Scores_Joint,0.03989678022924192
